Overall_rank,Score,GDP_per_capita,Social_support,Healthy_life_expectancy,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Country_or_region
5451,0.1567,0.5531,0.6147,0.1295,0.163,0.4019,0.31,iidibvwq
5452,0.0578,0.4977,0.1658,0.1948,0.5125,0.4192,0.9413,dftuwe
5453,0.8095,0.4819,0.118,0.1796,0.5164,0.2827,0.6535,vibvsdb
5454,0.8633,0.3194,0.7408,0.7922,0.6878,0.1617,0.3145,unygf
5455,0.4763,0.0832,0.618,0.1781,0.9581,0.8335,0.2991,ehgnkdt
5456,0.2783,0.4936,0.8285,0.7102,0.0295,0.399,0.4714,vmzzxhcm
5457,0.049,0.7161,0.34,0.0188,0.0329,0.9777,0.1325,cqbmee
5458,0.8583,0.9402,0.6578,0.4426,0.9906,0.7209,0.1244,qnlfjgf
5459,0.4103,0.4661,0.9994,0.5149,0.3915,0.8102,0.0009,ucqw
5460,0.8302,0.1037,0.3086,0.0713,0.5826,0.5761,0.0503,wwvccgz
5461,0.8392,0.7708,0.2447,0.8667,0.5881,0.522,0.2898,zclmrru
5462,0.3403,0.6651,0.8729,0.1722,0.7884,0.8172,0.3014,tfdussy
5463,0.8955,0.1554,0.4956,0.0818,0.5399,0.5009,0.9885,kldkezel
5464,0.5153,0.4896,0.7833,0.4568,0.2239,0.5396,0.8271,eqiulx
5465,0.5463,0.5644,0.7741,0.6811,0.749,0.1775,0.8075,unvmcd
5466,0.9719,0.6161,0.5356,0.8905,0.8829,0.7689,0.616,cqms
5467,0.5254,0.3311,0.2895,0.3925,0.1913,0.8585,0.7478,vixy
5468,0.6232,0.757,0.0055,0.1948,0.6599,0.0158,0.6269,rqolilwg
5469,0.5563,0.2756,0.5358,0.0262,0.1451,0.9525,0.8096,hvmdp
5470,0.8034,0.4661,0.2679,0.0129,0.3473,0.2961,0.1975,vfjpana
5471,0.542,0.1667,0.2598,0.932,0.9335,0.4366,0.2241,jxuh
5472,0.9633,0.6706,0.5861,0.7336,0.8489,0.2021,0.946,qjocjqa
5473,0.153,0.3515,0.9653,0.0248,0.3139,0.447,0.1865,jrhr
5474,0.7657,0.2783,0.3802,0.1046,0.928,0.0502,0.4401,gpxdiso
5475,0.3373,0.2892,0.837,0.2526,0.7025,0.4122,0.3996,qrdvokq
5476,0.3097,0.2616,0.8857,0.499,0.5846,0.8826,0.6369,shbbraa
5477,0.0683,0.655,0.0063,0.6905,0.6806,0.4233,0.2183,ottz
5478,0.0291,0.3189,0.8047,0.0517,0.7768,0.4456,0.8387,oxsoeedz
5479,0.5561,0.95,0.0471,0.9599,0.7021,0.8393,0.2796,rlhxwqr
5480,0.8835,0.0193,0.1811,0.5754,0.9405,0.689,0.5474,lmnvboe
5481,0.0675,0.226,0.8616,0.186,0.0394,0.1739,0.9424,mwiymdiw
5482,0.795,0.7976,0.1705,0.5343,0.4814,0.1125,0.8717,suqcgf
5483,0.9412,0.7147,0.5608,0.119,0.3406,0.1972,0.8211,qaqyyzvf
5484,0.7054,0.1991,0.4518,0.0071,0.8072,0.3491,0.0593,jmohkos
5485,0.2507,0.2292,0.1699,0.4372,0.8154,0.9762,0.3592,khdi
5486,0.7953,0.1557,0.4431,0.4475,0.4621,0.0022,0.5686,snrwp
5487,0.9145,0.1123,0.5524,0.2666,0.728,0.3608,0.9047,hvbj
5488,0.6202,0.9713,0.446,0.534,0.8542,0.3711,0.6723,kibgkozq
5489,0.8484,0.0226,0.6484,0.9363,0.0446,0.6162,0.8485,tbho
5490,0.4846,0.1447,0.8138,0.5102,0.2248,0.2646,0.8132,ozqlovoh
5491,0.2303,0.1837,0.8002,0.6219,0.2263,0.4632,0.2178,xnllmrv
5492,0.8699,0.0159,0.0745,0.2441,0.6128,0.224,0.4088,mqns
5493,0.1714,0.045,0.7426,0.9382,0.9328,0.4921,0.9591,raoosibs
5494,0.6838,0.058,0.073,0.8421,0.4266,0.2439,0.0107,qoohvjqr
5495,0.087,0.6391,0.4748,0.8226,0.8536,0.8143,0.0558,uxsqc
5496,0.3979,0.3089,0.8968,0.4348,0.6529,0.0708,0.283,zdvcdur
5497,0.5748,0.7389,0.0669,0.4928,0.2416,0.9302,0.4243,jjhr
5498,0.5897,0.6032,0.4354,0.3695,0.7864,0.856,0.1389,iazsfhdx
5499,0.8663,0.1872,0.8403,0.2165,0.2175,0.3579,0.519,xchz
5500,0.5384,0.2508,0.4941,0.952,0.6268,0.6926,0.3907,kfvro
5501,0.7596,0.3988,0.0898,0.6125,0.025,0.8709,0.4384,mdddrwho
5502,0.5373,0.7235,0.7874,0.1927,0.9019,0.932,0.2309,helok
5503,0.4243,0.1991,0.3472,0.4078,0.3435,0.262,0.9603,rzipl
5504,0.8914,0.8909,0.3076,0.3839,0.5977,0.3592,0.276,fcmcwwz
5505,0.2205,0.6394,0.0773,0.3091,0.5548,0.5831,0.3672,wkfan
5506,0.2561,0.3893,0.3606,0.9018,0.3396,0.3356,0.4133,phnvl
5507,0.6635,0.729,0.9616,0.139,0.7414,0.9355,0.949,lhdt
5508,0.0923,0.6048,0.8521,0.607,0.36,0.0277,0.9941,nyky
5509,0.7361,0.2454,0.9261,0.3915,0.3779,0.1845,0.4637,kzlcrd
5510,0.0891,0.3929,0.5849,0.8356,0.3993,0.5924,0.3577,euwur
5511,0.8278,0.5969,0.7479,0.6537,0.3587,0.2355,0.1805,rsrxqhft
5512,0.4977,0.1659,0.5386,0.3335,0.1603,0.3304,0.9357,aoafrha
5513,0.7741,0.3383,0.5445,0.6296,0.4069,0.31,0.7794,vyzv
5514,0.4166,0.319,0.278,0.6135,0.1908,0.5606,0.4595,dvokv
5515,0.3469,0.0234,0.8784,0.4557,0.469,0.5984,0.616,kjtu
5516,0.5756,0.103,0.1459,0.6238,0.9243,0.0679,0.5355,kudwwr
5517,0.6113,0.7418,0.8245,0.4369,0.0304,0.1333,0.8353,rjppqz
5518,0.981,0.1055,0.8968,0.1723,0.5186,0.0071,0.1377,jkefi
5519,0.9515,0.3247,0.1054,0.6348,0.5893,0.411,0.7653,sjbsuzeo
5520,0.0132,0.1375,0.8529,0.5988,0.6279,0.6035,0.9992,buni
5521,0.7465,0.7719,0.5285,0.0053,0.0713,0.2724,0.724,whztp
5522,0.3288,0.539,0.098,0.0559,0.4744,0.7374,0.6591,qppjuehd
5523,0.1729,0.6868,0.5914,0.9684,0.0985,0.1153,0.4593,ksesfzxy
5524,0.8573,0.6259,0.1252,0.134,0.3498,0.3965,0.1121,ceajbqrn
5525,0.0251,0.172,0.1602,0.2939,0.4397,0.9535,0.6469,vfnbtk
5526,0.2704,0.1827,0.8188,0.7878,0.5435,0.0163,0.351,qyntp
5527,0.8847,0.6598,0.8602,0.7002,0.9181,0.6405,0.6345,mfnp
5528,0.8922,0.1403,0.9659,0.4851,0.5119,0.3273,0.5731,vnxnu
5529,0.4046,0.6081,0.8836,0.1939,0.4253,0.4337,0.5638,ywtyzki
5530,0.928,0.5188,0.4784,0.5373,0.3257,0.109,0.2322,aucre
5531,0.28,0.6069,0.9662,0.4687,0.2319,0.5251,0.7573,segsap
5532,0.3695,0.6936,0.3314,0.2251,0.1073,0.6058,0.0231,xjwaqsof
5533,0.1662,0.7712,0.2751,0.8592,0.4412,0.5298,0.9836,wkagip
5534,0.669,0.3065,0.9812,0.505,0.0386,0.7677,0.0314,bqqs
5535,0.3828,0.5297,0.1127,0.8592,0.2433,0.3357,0.3324,mlckvfrr
5536,0.0197,0.7624,0.8251,0.0601,0.9227,0.038,0.0446,rtvi
5537,0.532,0.1638,0.0916,0.9709,0.3337,0.9432,0.6342,wylms
5538,0.1886,0.1652,0.9279,0.457,0.5154,0.6594,0.7244,rmdfl
5539,0.4134,0.0483,0.6016,0.5732,0.7595,0.0659,0.1044,frcsg
5540,0.31,0.4664,0.8378,0.9787,0.4032,0.158,0.9394,lzrenj
5541,0.2684,0.5798,0.6504,0.4377,0.3541,0.2492,0.6621,jyemiyf
5542,0.0804,0.6967,0.4052,0.4193,0.1545,0.9727,0.8851,elkyil
5543,0.6769,0.7864,0.2412,0.0675,0.9823,0.8508,0.7917,qqfbn
5544,0.1904,0.2607,0.739,0.1151,0.4658,0.1717,0.6136,xhekvzzp
5545,0.7995,0.1304,0.0664,0.9245,0.385,0.5708,0.9849,sqqmweo
5546,0.4312,0.8806,0.4092,0.7128,0.559,0.0697,0.2045,ekdj
5547,0.2194,0.8263,0.4948,0.0119,0.529,0.8542,0.7899,uanhdko
5548,0.1344,0.948,0.9825,0.8949,0.0591,0.7897,0.8425,iznmeumb
5549,0.7248,0.6653,0.4033,0.0766,0.2596,0.1569,0.2402,fmtlazg
5550,0.1431,0.289,0.4532,0.9772,0.1159,0.7664,0.8171,iwupmpz
5551,0.6973,0.733,0.6889,0.9001,0.4503,0.0216,0.1376,wnmwpqt
5552,0.5772,0.2203,0.8871,0.3166,0.8305,0.5325,0.0245,pite
5553,0.694,0.6678,0.1327,0.4564,0.9872,0.8499,0.5598,dyhwa
5554,0.2353,0.5066,0.1526,0.1541,0.8459,0.2597,0.5234,drcvg
5555,0.9032,0.8406,0.4354,0.6717,0.3995,0.0177,0.7265,brozzph
5556,0.7226,0.3251,0.3954,0.8616,0.7041,0.2781,0.2147,brenp
5557,0.6517,0.8311,0.8423,0.3133,0.8776,0.4854,0.3784,wmefb
5558,0.7932,0.7578,0.8783,0.3043,0.0012,0.8481,0.0311,yezah
5559,0.1508,0.4957,0.5732,0.1907,0.4641,0.2992,0.7454,upiw
5560,0.0032,0.3897,0.7909,0.7566,0.5219,0.1119,0.5021,odxbm
5561,0.2302,0.3963,0.9919,0.6487,0.2708,0.7343,0.2849,ulei
5562,0.6084,0.9113,0.722,0.9323,0.7034,0.9225,0.8548,pruots
5563,0.4302,0.0292,0.3736,0.4213,0.3401,0.5012,0.3484,turbola
5564,0.4009,0.5295,0.3271,0.6122,0.3055,0.3345,0.1389,atmigzp
5565,0.571,0.0773,0.0327,0.5584,0.7866,0.3633,0.1561,wbwx
5566,0.1666,0.8315,0.2513,0.3749,0.1982,0.6304,0.5378,nxlyas
5567,0.7491,0.097,0.7059,0.7071,0.7906,0.2537,0.7488,ednhhjv
5568,0.2976,0.3595,0.1711,0.5146,0.4427,0.5146,0.6218,uraad
5569,0.2645,0.8956,0.4794,0.2343,0.4979,0.8209,0.1111,knnqpucn
5570,0.1832,0.615,0.5552,0.6948,0.9685,0.0778,0.7886,lpcle
5571,0.3919,0.0308,0.1698,0.5083,0.4018,0.6957,0.4672,mdovgokx
5572,0.167,0.0619,0.5512,0.4921,0.4464,0.8303,0.6012,dbrif
5573,0.9474,0.3718,0.2511,0.3772,0.2957,0.6637,0.7387,zucnbc
5574,0.1623,0.4867,0.2428,0.9644,0.6696,0.5035,0.3815,jask
5575,0.8555,0.8559,0.439,0.9149,0.8037,0.795,0.2254,xfkoh
5576,0.7714,0.2513,0.5043,0.4661,0.3912,0.3089,0.4603,vctcuyn
5577,0.3018,0.8083,0.6298,0.0578,0.9346,0.1562,0.5522,bstfpyy
5578,0.6254,0.6636,0.6275,0.4867,0.3732,0.46,0.8948,kocrg
5579,0.7311,0.1643,0.7969,0.7742,0.5003,0.2738,0.0255,ztyjcz
5580,0.487,0.3781,0.771,0.3336,0.9837,0.1801,0.8356,wmdw
5581,0.1878,0.1735,0.4252,0.277,0.0832,0.6207,0.195,jnir
5582,0.5646,0.4791,0.4829,0.8097,0.3747,0.923,0.6155,xgik
5583,0.3937,0.6203,0.8386,0.276,0.6205,0.5167,0.1358,tjhj
5584,0.4655,0.3826,0.9198,0.5118,0.9656,0.4968,0.2745,ehsyvkvm
5585,0.8593,0.7195,0.3349,0.5258,0.7858,0.0958,0.8895,pzgfif
5586,0.5012,0.825,0.3301,0.7635,0.2352,0.5858,0.5637,xhfazfve
5587,0.8655,0.1561,0.6704,0.2793,0.5765,0.5466,0.0378,jtuzxka
5588,0.5154,0.5747,0.9111,0.8097,0.9421,0.2483,0.1518,xuwy
5589,0.1086,0.0074,0.9701,0.9019,0.5923,0.8477,0.3781,pwtgqk
5590,0.0774,0.9261,0.1236,0.597,0.282,0.9972,0.7632,gjvxybk
5591,0.8598,0.6889,0.886,0.279,0.0408,0.4367,0.2511,yvfrvg
5592,0.7126,0.5327,0.9016,0.303,0.9734,0.7928,0.3843,okzkz
5593,0.3351,0.9586,0.3892,0.538,0.0088,0.7079,0.117,kyuoirpa
5594,0.099,0.5498,0.793,0.1142,0.7853,0.9976,0.5475,abwlyf
5595,0.0387,0.0909,0.8247,0.1074,0.0505,0.4997,0.0713,yoqipp
5596,0.2024,0.272,0.6283,0.3639,0.9303,0.8282,0.7136,cwagl
5597,0.9969,0.6304,0.5587,0.1093,0.5851,0.5948,0.1405,ulcemxk
5598,0.906,0.8839,0.5285,0.7874,0.37,0.3569,0.1547,pimqkahe
5599,0.2478,0.3418,0.0858,0.1434,0.9747,0.2768,0.9302,ijqeozze
5600,0.5756,0.3619,0.3561,0.5813,0.3186,0.717,0.5163,kanfrn
5601,0.2866,0.5279,0.9313,0.8344,0.61,0.2526,0.3693,adnxcqwq
5602,0.7628,0.4725,0.3496,0.7789,0.0764,0.4259,0.4047,yxfllf
5603,0.2556,0.965,0.1468,0.0978,0.5112,0.4,0.4259,cwzmm
5604,0.9835,0.6538,0.1565,0.1428,0.1348,0.5084,0.8789,mrrn
5605,0.0705,0.7992,0.5694,0.3656,0.9715,0.5748,0.7793,sjgn
5606,0.2145,0.7919,0.2455,0.8756,0.592,0.3965,0.2903,uiwzos
5607,0.4988,0.0996,0.5352,0.6354,0.1456,0.5217,0.9589,fpcofml
5608,0.8928,0.8635,0.8441,0.8233,0.4378,0.3481,0.1589,dwjqpd
5609,0.06,0.8934,0.8468,0.2504,0.3972,0.656,0.6328,ybcjfxix
5610,0.9077,0.3726,0.3632,0.5721,0.721,0.5655,0.5949,ixauv
5611,0.2724,0.5467,0.5828,0.7267,0.0466,0.0359,0.1339,fyplucb
5612,0.1881,0.2479,0.7895,0.947,0.7619,0.1968,0.9461,wclmzls
5613,0.4905,0.2344,0.8014,0.0346,0.0027,0.2503,0.3126,jbxcwosj
5614,0.6728,0.5966,0.3567,0.3322,0.7484,0.3317,0.9134,nvptc
5615,0.4133,0.5798,0.0999,0.9071,0.8944,0.1796,0.9881,lzkorfsl
5616,0.0193,0.9554,0.4645,0.3437,0.0216,0.1729,0.7882,wdahq
5617,0.0774,0.7726,0.0179,0.5962,0.1771,0.051,0.8329,joxpfkrl
5618,0.7986,0.2171,0.4004,0.7119,0.5264,0.2996,0.8222,aobnyw
5619,0.8216,0.2869,0.9466,0.7258,0.5577,0.0034,0.4717,ijuzgw
5620,0.8049,0.9246,0.0728,0.7403,0.535,0.9025,0.2586,nanacyt
5621,0.8074,0.367,0.469,0.9844,0.9543,0.7925,0.668,zurdnqsa
5622,0.8351,0.2187,0.0758,0.1214,0.4171,0.143,0.3693,qlionhnk
5623,0.7401,0.0154,0.232,0.3085,0.1995,0.5572,0.7559,nkpp
5624,0.3009,0.9544,0.4888,0.9222,0.6624,0.2014,0.8548,zddruqd
5625,0.0845,0.0345,0.5374,0.8451,0.2825,0.2825,0.9148,vzok
5626,0.1375,0.5945,0.7594,0.5902,0.8382,0.7141,0.9166,hgjibh
5627,0.6113,0.6027,0.1665,0.2779,0.6595,0.6405,0.4698,nitva
5628,0.477,0.9447,0.9743,0.524,0.3569,0.1774,0.4554,dhexcblh
5629,0.4437,0.9195,0.1711,0.5761,0.7788,0.843,0.4195,emkyk
5630,0.9651,0.0775,0.2255,0.1505,0.1113,0.1075,0.8837,foxwhso
5631,0.5905,0.6711,0.5068,0.7875,0.3829,0.5017,0.6825,zvkrmhrq
5632,0.2047,0.9103,0.9327,0.7246,0.5286,0.6842,0.5207,zmpjoq
5633,0.651,0.6785,0.5603,0.8352,0.5938,0.4901,0.4815,aghtkk
5634,0.4569,0.7356,0.4182,0.2981,0.4363,0.3779,0.5964,mwqmgxj
5635,0.5049,0.1265,0.9004,0.678,0.4764,0.803,0.9808,pgjcwtlg
5636,0.2153,0.992,0.2058,0.7238,0.3019,0.4374,0.2485,abgb
5637,0.8001,0.6976,0.1327,0.0019,0.9425,0.6416,0.6219,focqm
5638,0.6976,0.1032,0.6973,0.5724,0.321,0.6052,0.1561,kirj
5639,0.0347,0.7081,0.6047,0.6552,0.7988,0.5291,0.9853,reizmvq
5640,0.3721,0.6081,0.6191,0.6382,0.431,0.8824,0.7873,wcpfxdq
5641,0.4157,0.2483,0.0452,0.6796,0.5996,0.2886,0.2133,ydnsnza
5642,0.0911,0.9552,0.6933,0.0317,0.4793,0.4523,0.45,jbmc
5643,0.1217,0.6306,0.0065,0.3165,0.4193,0.1982,0.1263,havtlo
5644,0.5006,0.7575,0.0844,0.0029,0.8052,0.9321,0.6094,wnqb
5645,0.1018,0.6925,0.5433,0.3243,0.9956,0.0708,0.0954,lafkpz
5646,0.5802,0.4209,0.3225,0.2815,0.829,0.243,0.0037,yqnybru
5647,0.4071,0.1514,0.5939,0.1563,0.7987,0.8806,0.4655,nbaqn
5648,0.9833,0.082,0.4975,0.2904,0.2844,0.8433,0.3908,hnhajhgs
5649,0.446,0.2347,0.2562,0.9557,0.5783,0.7504,0.8275,iezowd
5650,0.3368,0.592,0.7192,0.8353,0.1641,0.1958,0.1448,zsbd
5651,0.5941,0.1511,0.51,0.3026,0.7234,0.8491,0.5596,iszde
5652,0.843,0.9641,0.1485,0.6122,0.8336,0.3194,0.0977,fqvapax
5653,0.0993,0.6431,0.0673,0.445,0.4454,0.887,0.3115,sxem
5654,0.9168,0.0885,0.5537,0.1339,0.1017,0.2691,0.887,vzkeze
5655,0.3496,0.8498,0.8659,0.7678,0.4669,0.8239,0.9705,igzpyh
5656,0.2012,0.9883,0.2791,0.2571,0.8256,0.9179,0.0262,fkyjawy
5657,0.9009,0.0885,0.1608,0.0589,0.0037,0.5915,0.1296,crjs
5658,0.5859,0.3979,0.2157,0.3394,0.5736,0.8189,0.7157,lmfpmph
5659,0.7474,0.1824,0.1599,0.1857,0.7924,0.3036,0.9921,jlhktm
5660,0.4456,0.9729,0.6616,0.47,0.2745,0.5769,0.328,lprdyt
5661,0.988,0.2991,0.422,0.3253,0.1082,0.1899,0.28,srgjxqfl
5662,0.4478,0.2854,0.4747,0.0023,0.7605,0.9461,0.8623,wtwb
5663,0.8143,0.1643,0.0989,0.4299,0.7638,0.7265,0.4176,xipba
5664,0.5507,0.8681,0.4037,0.0703,0.9751,0.2271,0.2986,svkcxmt
5665,0.0289,0.983,0.1911,0.4189,0.4326,0.0244,0.0583,ssfrg
5666,0.1449,0.7319,0.5477,0.1967,0.4523,0.4498,0.5766,twgdewt
5667,0.8166,0.6544,0.0941,0.9195,0.1069,0.8979,0.2983,bomtxrpz
5668,0.0145,0.9115,0.562,0.3374,0.6452,0.5119,0.9917,ffiew
5669,0.7761,0.5815,0.225,0.472,0.9435,0.374,0.0209,qbznwnv
5670,0.1937,0.9027,0.1294,0.8406,0.5154,0.13,0.4299,cwwzz
5671,0.1005,0.4745,0.3504,0.731,0.116,0.8859,0.2482,oseg
5672,0.3871,0.7522,0.4164,0.1332,0.4938,0.5985,0.0128,osyzv
5673,0.1715,0.6512,0.9827,0.6072,0.6655,0.2571,0.6068,lfvfqfo
5674,0.9225,0.2903,0.02,0.4962,0.6692,0.3144,0.9481,whffztwf
5675,0.7913,0.4522,0.4703,0.1508,0.7404,0.368,0.9917,pydabpst
5676,0.3656,0.2436,0.8766,0.035,0.5506,0.2554,0.7448,iejtdfrp
5677,0.3333,0.1364,0.3694,0.1667,0.5328,0.3944,0.9685,gnlvcmm
5678,0.9419,0.5083,0.7817,0.6521,0.3698,0.1795,0.9206,vzxdiyk
5679,0.9201,0.3585,0.5872,0.1446,0.4382,0.5517,0.9583,ynhjvpek
5680,0.5147,0.3659,0.3379,0.0153,0.4239,0.7158,0.2352,brkw
5681,0.2703,0.3869,0.8173,0.9577,0.8788,0.0229,0.9269,ffnimon
5682,0.7739,0.1544,0.7382,0.5276,0.3744,0.5352,0.8473,jputicpa
5683,0.2355,0.2117,0.7812,0.6544,0.1154,0.8005,0.4675,ouhkt
5684,0.0695,0.8612,0.92,0.7048,0.965,0.5593,0.7822,athbqfv
5685,0.138,0.3418,0.2212,0.0287,0.672,0.0805,0.5051,xvkqx
5686,0.8832,0.338,0.4058,0.8543,0.8045,0.2337,0.765,mmqq
5687,0.3539,0.329,0.1561,0.3752,0.735,0.5227,0.1372,vvsiqsvc
5688,0.8997,0.0437,0.0065,0.7679,0.8195,0.3742,0.9534,usnsfmkv
5689,0.9579,0.0502,0.7173,0.5933,0.775,0.4824,0.6255,raifh
5690,0.9211,0.5381,0.7852,0.9062,0.7554,0.202,0.9533,qjddxn
5691,0.188,0.1392,0.7399,0.7973,0.5924,0.6577,0.3119,czkdhic
5692,0.2426,0.5248,0.6661,0.9805,0.5979,0.2462,0.6985,emblj
5693,0.8436,0.2656,0.6233,0.6054,0.9305,0.4763,0.1144,kwzmghn
5694,0.6896,0.3388,0.8939,0.072,0.9176,0.1406,0.706,rofosu
5695,0.4077,0.1657,0.3055,0.9519,0.6466,0.199,0.4366,voes
5696,0.9824,0.1868,0.4662,0.8493,0.2315,0.0761,0.0341,wjyaily
5697,0.18,0.7006,0.7116,0.9198,0.4076,0.815,0.6023,zpgb
5698,0.1341,0.9396,0.4229,0.2818,0.8088,0.5125,0.7769,egmbhbh
5699,0.9836,0.248,0.9118,0.8661,0.7514,0.102,0.4254,xciw
5700,0.775,0.8904,0.4416,0.9043,0.9926,0.8124,0.3289,aitkdns
5701,0.5577,0.3047,0.7001,0.7984,0.4442,0.2806,0.7407,twwc
5702,0.0688,0.0107,0.3798,0.5022,0.5436,0.5824,0.9023,hpcjt
5703,0.6786,0.7056,0.3416,0.93,0.9564,0.8839,0.66,jxyx
5704,0.1633,0.0656,0.9953,0.6821,0.2745,0.0328,0.4221,fgjtvuh
5705,0.5977,0.8958,0.8222,0.9594,0.0343,0.3832,0.3664,zhwuhv
5706,0.8637,0.0814,0.2831,0.9022,0.7513,0.6086,0.5897,wnguqp
5707,0.1106,0.9158,0.0428,0.4938,0.6674,0.2621,0.3362,zeekgg
5708,0.8059,0.1161,0.3029,0.5563,0.6108,0.4222,0.7807,dvqa
5709,0.8646,0.4256,0.2083,0.8327,0.8016,0.0106,0.1857,llqvywh
5710,0.2476,0.0867,0.0419,0.2098,0.5772,0.9262,0.7105,jdyoq
5711,0.5306,0.8281,0.17,0.0489,0.9463,0.5743,0.1544,kxpqmvzj
5712,0.1587,0.0477,0.5767,0.9483,0.6248,0.5302,0.9673,jgnfawy
5713,0.6401,0.0448,0.4402,0.9297,0.7246,0.9395,0.5777,mafh
5714,0.3276,0.593,0.9806,0.6223,0.148,0.0039,0.31,scyod
5715,0.9661,0.9162,0.4346,0.5663,0.295,0.186,0.5223,rrfod
5716,0.2878,0.8129,0.3784,0.5336,0.4535,0.848,0.9957,srjxylw
5717,0.0445,0.277,0.5776,0.7592,0.9522,0.0233,0.2594,wurnnxq
5718,0.0999,0.9615,0.9965,0.8571,0.4459,0.0914,0.3115,uumtrejv
5719,0.2409,0.9755,0.5171,0.6469,0.7398,0.0722,0.1651,uarbl
5720,0.6856,0.716,0.0446,0.2424,0.9924,0.7725,0.4421,vfedgwi
5721,0.0949,0.229,0.8495,0.6289,0.5162,0.3277,0.0178,qzxrl
5722,0.7051,0.1099,0.94,0.5673,0.2574,0.339,0.429,ffbt
5723,0.9601,0.7154,0.481,0.8662,0.2721,0.746,0.8037,ehymnr
5724,0.9503,0.7679,0.8363,0.4069,0.7795,0.5227,0.5424,hqhigrf
5725,0.4513,0.2368,0.5222,0.375,0.1997,0.8658,0.9487,dvyb
5726,0.2317,0.5753,0.8491,0.0095,0.7047,0.8234,0.3021,kgdrp
5727,0.7707,0.3377,0.9487,0.7923,0.5835,0.3419,0.92,fwvtzw
5728,0.3523,0.3471,0.9942,0.6271,0.1718,0.3526,0.2474,kfis
5729,0.1638,0.9123,0.0595,0.6184,0.9974,0.6341,0.8829,kylkfz
5730,0.83,0.1159,0.2799,0.9975,0.9024,0.6381,0.281,svmzkfxo
5731,0.6557,0.3375,0.0721,0.0708,0.2781,0.4788,0.0564,ypbjrvcd
5732,0.1846,0.4192,0.8659,0.3229,0.2485,0.5659,0.8773,ijlmr
5733,0.2948,0.2197,0.5024,0.0184,0.8703,0.0516,0.6754,ermn
5734,0.391,0.7794,0.4746,0.4836,0.6874,0.0795,0.5047,zubqixgo
5735,0.7006,0.779,0.0451,0.4745,0.9838,0.7541,0.3395,vaulshf
5736,0.4054,0.6626,0.1162,0.0225,0.5945,0.5852,0.2586,oqbusxeq
5737,0.0587,0.6129,0.4442,0.5195,0.3193,0.6958,0.8228,qnwfwqgc
5738,0.4241,0.1496,0.9462,0.5634,0.2447,0.8524,0.1676,tqgmav
5739,0.1391,0.9671,0.749,0.6643,0.1421,0.5382,0.404,bbdwtwgn
5740,0.5759,0.2947,0.9953,0.2114,0.3101,0.6167,0.8994,xgmym
5741,0.0967,0.2233,0.7179,0.7551,0.0443,0.7979,0.0226,nmlcxxcw
5742,0.126,0.0374,0.9578,0.4566,0.476,0.0766,0.1283,ezynjvz
5743,0.4787,0.0046,0.128,0.0905,0.4746,0.3492,0.6113,zermx
5744,0.5186,0.4527,0.1344,0.8318,0.3172,0.8751,0.062,kyskvrwy
5745,0.0068,0.9592,0.7169,0.6607,0.552,0.0782,0.9926,pxpvv
5746,0.4121,0.3509,0.3501,0.3611,0.764,0.515,0.8727,xiwncf
5747,0.3263,0.4461,0.2373,0.6114,0.9161,0.8093,0.4567,akzamzfb
5748,0.6316,0.9274,0.7566,0.7924,0.6245,0.865,0.2167,zfqoy
5749,0.2205,0.1887,0.5482,0.8214,0.8665,0.9442,0.8787,zxbnwpp
5750,0.9398,0.7001,0.7714,0.7855,0.0584,0.6002,0.9723,rckulpsl
5751,0.5737,0.3142,0.8762,0.3004,0.4237,0.5948,0.922,kjpvqy
5752,0.2734,0.6516,0.4995,0.7067,0.2158,0.1916,0.5718,kddtczrt
5753,0.5883,0.1138,0.8723,0.9452,0.1247,0.1903,0.1782,jhbwvfrm
5754,0.8201,0.1323,0.9007,0.3303,0.5158,0.9374,0.0559,skhp
5755,0.2581,0.3337,0.8534,0.8763,0.1651,0.0928,0.1607,hsqou
5756,0.6294,0.9546,0.1955,0.3508,0.9018,0.307,0.333,gpqgyh
5757,0.4674,0.1171,0.2849,0.996,0.4482,0.1915,0.7204,iolgfwv
5758,0.4383,0.8546,0.8553,0.5271,0.2182,0.0966,0.6555,bpvl
5759,0.3134,0.9147,0.7302,0.8025,0.7457,0.1682,0.764,jpmcki
5760,0.3015,0.0954,0.7921,0.1231,0.9203,0.4665,0.8323,goza
5761,0.0898,0.5958,0.3173,0.0221,0.841,0.8642,0.2089,fycpxwzz
5762,0.5916,0.3442,0.1692,0.3556,0.4426,0.6185,0.4233,ihpw
5763,0.5022,0.0887,0.6462,0.7211,0.1633,0.2537,0.2478,tzik
5764,0.8129,0.9688,0.2983,0.5011,0.4912,0.5273,0.4973,dkyrqjrr
5765,0.2967,0.539,0.9626,0.1732,0.5772,0.0878,0.7952,dmdthu
5766,0.5659,0.7503,0.0194,0.8303,0.5289,0.062,0.7701,oukgza
5767,0.0179,0.488,0.0149,0.846,0.1,0.9473,0.859,ghwditws
5768,0.0532,0.4533,0.8331,0.3217,0.9483,0.5294,0.8438,lpxqx
5769,0.9077,0.0651,0.5785,0.5587,0.2466,0.9158,0.7958,fnfc
5770,0.3364,0.0847,0.8375,0.2931,0.6236,0.3777,0.4503,yrjnomd
5771,0.7966,0.6543,0.211,0.8763,0.7203,0.4489,0.1874,jtyqrt
